Date,Geography,Labour force characteristics,Sex,Age group,UOM,Scalar Factor,Value
2020-04,Canada,Employment rate,Females,55 years and over,Percentage,units,26.6
2020-05,Canada,Employment rate,Females,55 years and over,Percentage,units,26.9
2020-06,Canada,Employment rate,Females,55 years and over,Percentage,units,27.5
2020-07,Canada,Employment rate,Females,55 years and over,Percentage,units,28.2
2020-08,Canada,Employment rate,Females,55 years and over,Percentage,units,28.5
2020-09,Canada,Employment rate,Females,55 years and over,Percentage,units,28.6
2020-10,Canada,Employment rate,Females,55 years and over,Percentage,units,28.9
2020-11,Canada,Employment rate,Females,55 years and over,Percentage,units,29.0
2020-12,Canada,Employment rate,Females,55 years and over,Percentage,units,29.1
2021-01,Canada,Employment rate,Females,55 years and over,Percentage,units,29.2
2021-02,Canada,Employment rate,Females,55 years and over,Percentage,units,29.5
2021-03,Canada,Employment rate,Females,55 years and over,Percentage,units,30.3
2021-04,Canada,Employment rate,Females,55 years and over,Percentage,units,29.7
2021-05,Canada,Employment rate,Females,55 years and over,Percentage,units,29.5
2021-06,Canada,Employment rate,Females,55 years and over,Percentage,units,29.5
2021-07,Canada,Employment rate,Females,55 years and over,Percentage,units,29.1
2021-08,Canada,Employment rate,Females,55 years and over,Percentage,units,29.1
2021-09,Canada,Employment rate,Females,55 years and over,Percentage,units,29.1
2021-10,Canada,Employment rate,Females,55 years and over,Percentage,units,28.8
2021-11,Canada,Employment rate,Females,55 years and over,Percentage,units,29.1
2021-12,Canada,Employment rate,Females,55 years and over,Percentage,units,29.0
2017-01,Canada,Population,Males,15 years and over,Persons,thousands,14589.0
2017-02,Canada,Population,Males,15 years and over,Persons,thousands,14601.5
2017-03,Canada,Population,Males,15 years and over,Persons,thousands,14616.3
2017-04,Canada,Population,Males,15 years and over,Persons,thousands,14631.6
2017-05,Canada,Population,Males,15 years and over,Persons,thousands,14651.2
2017-06,Canada,Population,Males,15 years and over,Persons,thousands,14667.7
2017-07,Canada,Population,Males,15 years and over,Persons,thousands,14686.7
2017-08,Canada,Population,Males,15 years and over,Persons,thousands,14710.2
2017-09,Canada,Population,Males,15 years and over,Persons,thousands,14728.4
2017-10,Canada,Population,Males,15 years and over,Persons,thousands,14746.1
2017-11,Canada,Population,Males,15 years and over,Persons,thousands,14762.9
2017-12,Canada,Population,Males,15 years and over,Persons,thousands,14779.3
2018-01,Canada,Population,Males,15 years and over,Persons,thousands,14802.6
2018-02,Canada,Population,Males,15 years and over,Persons,thousands,14818.6
2018-03,Canada,Population,Males,15 years and over,Persons,thousands,14837.7
2018-04,Canada,Population,Males,15 years and over,Persons,thousands,14862.6
2018-05,Canada,Population,Males,15 years and over,Persons,thousands,14882.7
2018-06,Canada,Population,Males,15 years and over,Persons,thousands,14903.7
2018-07,Canada,Population,Males,15 years and over,Persons,thousands,14930.5
2018-08,Canada,Population,Males,15 years and over,Persons,thousands,14950.7
2018-09,Canada,Population,Males,15 years and over,Persons,thousands,14970.7
2018-10,Canada,Population,Males,15 years and over,Persons,thousands,14990.5
2018-11,Canada,Population,Males,15 years and over,Persons,thousands,15009.1
2018-12,Canada,Population,Males,15 years and over,Persons,thousands,15027.1
2019-01,Canada,Population,Males,15 years and over,Persons,thousands,15049.2
2019-02,Canada,Population,Males,15 years and over,Persons,thousands,15063.7
2019-03,Canada,Population,Males,15 years and over,Persons,thousands,15081.8
2019-04,Canada,Population,Males,15 years and over,Persons,thousands,15105.7
2019-05,Canada,Population,Males,15 years and over,Persons,thousands,15126.9
2019-06,Canada,Population,Males,15 years and over,Persons,thousands,15149.5
2019-07,Canada,Population,Males,15 years and over,Persons,thousands,15176.0
2019-08,Canada,Population,Males,15 years and over,Persons,thousands,15193.8
2019-09,Canada,Population,Males,15 years and over,Persons,thousands,15216.2
2019-10,Canada,Population,Males,15 years and over,Persons,thousands,15232.8
2019-11,Canada,Population,Males,15 years and over,Persons,thousands,15247.8
2019-12,Canada,Population,Males,15 years and over,Persons,thousands,15260.3
2020-01,Canada,Population,Males,15 years and over,Persons,thousands,15273.3
2020-02,Canada,Population,Males,15 years and over,Persons,thousands,15285.6
2020-03,Canada,Population,Males,15 years and over,Persons,thousands,15300.2
2020-04,Canada,Population,Males,15 years and over,Persons,thousands,15307.9
2020-05,Canada,Population,Males,15 years and over,Persons,thousands,15315.3
2020-06,Canada,Population,Males,15 years and over,Persons,thousands,15329.1
2020-07,Canada,Population,Males,15 years and over,Persons,thousands,15341.3
2020-08,Canada,Population,Males,15 years and over,Persons,thousands,15353.0
2020-09,Canada,Population,Males,15 years and over,Persons,thousands,15368.2
2020-10,Canada,Population,Males,15 years and over,Persons,thousands,15380.6
2020-11,Canada,Population,Males,15 years and over,Persons,thousands,15392.0
2020-12,Canada,Population,Males,15 years and over,Persons,thousands,15400.1
2021-01,Canada,Population,Males,15 years and over,Persons,thousands,15406.9
2021-02,Canada,Population,Males,15 years and over,Persons,thousands,15419.1
2021-03,Canada,Population,Males,15 years and over,Persons,thousands,15427.6
2021-04,Canada,Population,Males,15 years and over,Persons,thousands,15435.6
2021-05,Canada,Population,Males,15 years and over,Persons,thousands,15442.3
2021-06,Canada,Population,Males,15 years and over,Persons,thousands,15450.4
2021-07,Canada,Population,Males,15 years and over,Persons,thousands,15465.7
2021-08,Canada,Population,Males,15 years and over,Persons,thousands,15485.5
2021-09,Canada,Population,Males,15 years and over,Persons,thousands,15502.3
2021-10,Canada,Population,Males,15 years and over,Persons,thousands,15520.7
2021-11,Canada,Population,Males,15 years and over,Persons,thousands,15538.4
2021-12,Canada,Population,Males,15 years and over,Persons,thousands,15559.9
2017-01,Canada,Labour force,Males,15 years and over,Persons,thousands,10266.6
2017-02,Canada,Labour force,Males,15 years and over,Persons,thousands,10268.4
2017-03,Canada,Labour force,Males,15 years and over,Persons,thousands,10287.6
2017-04,Canada,Labour force,Males,15 years and over,Persons,thousands,10274.2
2017-05,Canada,Labour force,Males,15 years and over,Persons,thousands,10313.2
2017-06,Canada,Labour force,Males,15 years and over,Persons,thousands,10293.7
2017-07,Canada,Labour force,Males,15 years and over,Persons,thousands,10285.7
2017-08,Canada,Labour force,Males,15 years and over,Persons,thousands,10306.3
2017-09,Canada,Labour force,Males,15 years and over,Persons,thousands,10300.8
2017-10,Canada,Labour force,Males,15 years and over,Persons,thousands,10334.0
2017-11,Canada,Labour force,Males,15 years and over,Persons,thousands,10352.4
2017-12,Canada,Labour force,Males,15 years and over,Persons,thousands,10377.1
2018-01,Canada,Labour force,Males,15 years and over,Persons,thousands,10357.7
2018-02,Canada,Labour force,Males,15 years and over,Persons,thousands,10362.5
2018-03,Canada,Labour force,Males,15 years and over,Persons,thousands,10394.0
2018-04,Canada,Labour force,Males,15 years and over,Persons,thousands,10385.0
2018-05,Canada,Labour force,Males,15 years and over,Persons,thousands,10367.9
2018-06,Canada,Labour force,Males,15 years and over,Persons,thousands,10411.1
2018-07,Canada,Labour force,Males,15 years and over,Persons,thousands,10398.4
2018-08,Canada,Labour force,Males,15 years and over,Persons,thousands,10364.4
2018-09,Canada,Labour force,Males,15 years and over,Persons,thousands,10420.4
2018-10,Canada,Labour force,Males,15 years and over,Persons,thousands,10415.4
2018-11,Canada,Labour force,Males,15 years and over,Persons,thousands,10469.9
2018-12,Canada,Labour force,Males,15 years and over,Persons,thousands,10468.0
2019-01,Canada,Labour force,Males,15 years and over,Persons,thousands,10557.7
2019-02,Canada,Labour force,Males,15 years and over,Persons,thousands,10564.3
2019-03,Canada,Labour force,Males,15 years and over,Persons,thousands,10568.1
2019-04,Canada,Labour force,Males,15 years and over,Persons,thousands,10617.0
2019-05,Canada,Labour force,Males,15 years and over,Persons,thousands,10600.4
2019-06,Canada,Labour force,Males,15 years and over,Persons,thousands,10606.4
2019-07,Canada,Labour force,Males,15 years and over,Persons,thousands,10628.5
2019-08,Canada,Labour force,Males,15 years and over,Persons,thousands,10659.9
2019-09,Canada,Labour force,Males,15 years and over,Persons,thousands,10636.6
2019-10,Canada,Labour force,Males,15 years and over,Persons,thousands,10645.8
2019-11,Canada,Labour force,Males,15 years and over,Persons,thousands,10647.2
2019-12,Canada,Labour force,Males,15 years and over,Persons,thousands,10666.3
2020-01,Canada,Labour force,Males,15 years and over,Persons,thousands,10641.4
2020-02,Canada,Labour force,Males,15 years and over,Persons,thousands,10688.2
2020-03,Canada,Labour force,Males,15 years and over,Persons,thousands,10436.0
2020-04,Canada,Labour force,Males,15 years and over,Persons,thousands,9828.2
2020-05,Canada,Labour force,Males,15 years and over,Persons,thousands,10171.2
2020-06,Canada,Labour force,Males,15 years and over,Persons,thousands,10547.0
2020-07,Canada,Labour force,Males,15 years and over,Persons,thousands,10646.4
2020-08,Canada,Labour force,Males,15 years and over,Persons,thousands,10670.8
2020-09,Canada,Labour force,Males,15 years and over,Persons,thousands,10730.4
2020-10,Canada,Labour force,Males,15 years and over,Persons,thousands,10751.4
2020-11,Canada,Labour force,Males,15 years and over,Persons,thousands,10731.5
2020-12,Canada,Labour force,Males,15 years and over,Persons,thousands,10723.6
2021-01,Canada,Labour force,Males,15 years and over,Persons,thousands,10651.1
2021-02,Canada,Labour force,Males,15 years and over,Persons,thousands,10685.7
2021-03,Canada,Labour force,Males,15 years and over,Persons,thousands,10773.8
2021-04,Canada,Labour force,Males,15 years and over,Persons,thousands,10724.4
2021-05,Canada,Labour force,Males,15 years and over,Persons,thousands,10728.3
2021-06,Canada,Labour force,Males,15 years and over,Persons,thousands,10760.9
2021-07,Canada,Labour force,Males,15 years and over,Persons,thousands,10792.6
2021-08,Canada,Labour force,Males,15 years and over,Persons,thousands,10776.6
2021-09,Canada,Labour force,Males,15 years and over,Persons,thousands,10843.3
2021-10,Canada,Labour force,Males,15 years and over,Persons,thousands,10838.3
2021-11,Canada,Labour force,Males,15 years and over,Persons,thousands,10843.0
2021-12,Canada,Labour force,Males,15 years and over,Persons,thousands,10850.6
2017-01,Canada,Employment,Males,15 years and over,Persons,thousands,9518.1
2017-02,Canada,Employment,Males,15 years and over,Persons,thousands,9538.8
2017-03,Canada,Employment,Males,15 years and over,Persons,thousands,9544.0
2017-04,Canada,Employment,Males,15 years and over,Persons,thousands,9555.6
2017-05,Canada,Employment,Males,15 years and over,Persons,thousands,9572.8
2017-06,Canada,Employment,Males,15 years and over,Persons,thousands,9589.0
2017-07,Canada,Employment,Males,15 years and over,Persons,thousands,9602.2
2017-08,Canada,Employment,Males,15 years and over,Persons,thousands,9633.9
2017-09,Canada,Employment,Males,15 years and over,Persons,thousands,9618.9
2017-10,Canada,Employment,Males,15 years and over,Persons,thousands,9647.8
2017-11,Canada,Employment,Males,15 years and over,Persons,thousands,9691.2
2017-12,Canada,Employment,Males,15 years and over,Persons,thousands,9731.9
2018-01,Canada,Employment,Males,15 years and over,Persons,thousands,9710.4
2018-02,Canada,Employment,Males,15 years and over,Persons,thousands,9719.9
2018-03,Canada,Employment,Males,15 years and over,Persons,thousands,9753.6
2018-04,Canada,Employment,Males,15 years and over,Persons,thousands,9726.4
2018-05,Canada,Employment,Males,15 years and over,Persons,thousands,9722.5
2018-06,Canada,Employment,Males,15 years and over,Persons,thousands,9753.7
2018-07,Canada,Employment,Males,15 years and over,Persons,thousands,9756.6
2018-08,Canada,Employment,Males,15 years and over,Persons,thousands,9725.3
2018-09,Canada,Employment,Males,15 years and over,Persons,thousands,9781.9
2018-10,Canada,Employment,Males,15 years and over,Persons,thousands,9774.2
2018-11,Canada,Employment,Males,15 years and over,Persons,thousands,9837.5
2018-12,Canada,Employment,Males,15 years and over,Persons,thousands,9834.8
2019-01,Canada,Employment,Males,15 years and over,Persons,thousands,9894.1
2019-02,Canada,Employment,Males,15 years and over,Persons,thousands,9901.2
2019-03,Canada,Employment,Males,15 years and over,Persons,thousands,9916.2
2019-04,Canada,Employment,Males,15 years and over,Persons,thousands,9973.7
2019-05,Canada,Employment,Males,15 years and over,Persons,thousands,9974.5
2019-06,Canada,Employment,Males,15 years and over,Persons,thousands,9971.5
2019-07,Canada,Employment,Males,15 years and over,Persons,thousands,9978.3
2019-08,Canada,Employment,Males,15 years and over,Persons,thousands,9996.4
2019-09,Canada,Employment,Males,15 years and over,Persons,thousands,10014.7
2019-10,Canada,Employment,Males,15 years and over,Persons,thousands,10004.4
2019-11,Canada,Employment,Males,15 years and over,Persons,thousands,9971.8
